pc_number,date,hour_range,actual_hours,actual_labor,sales_value,check_count
359042,2025-08-08,05:00-05:59,2.0329,40.43,205.32,29.0
359042,2025-08-08,06:00-06:59,3.0,53.0,606.65,63.0
359042,2025-08-08,07:00-07:59,4.2001,70.35,812.88,89.0
359042,2025-08-08,08:00-08:59,5.0004,80.0,640.48,65.0
359042,2025-08-08,09:00-09:59,5.0337,80.37,529.77,59.0
359042,2025-08-08,10:00-10:59,5.0036,71.04,508.25,50.0
359042,2025-08-08,11:00-11:59,3.1126,47.08,380.23,44.0
359042,2025-08-08,12:00-12:59,2.0,33.0,277.04,28.0
359042,2025-08-08,13:00-13:59,0.1665,2.39,150.53,20.0
359042,2025-08-08,14:00-14:59,0.0,0.0,130.07,20.0
359042,2025-08-08,15:00-15:59,0.0,0.0,131.86,21.0
359042,2025-08-08,16:00-16:59,0.0,0.0,85.72,13.0
359042,2025-08-08,17:00-17:59,0.0,0.0,54.15,7.0
359042,2025-08-08,18:00-18:59,0.0,0.0,46.99,6.0
359042,2025-08-08,19:00-19:59,0.0,0.0,100.64,9.0
359042,2025-08-08,20:00-20:59,0.0,0.0,57.84,5.0
359042,2025-08-08,21:00-21:59,0.0,0.0,,
359042,2025-08-08,22:00-22:59,0.0,0.0,,
363271,2025-08-08,02:00-02:59,0.1167,1.87,,
363271,2025-08-08,03:00-03:59,1.9833,29.83,,
363271,2025-08-08,04:00-04:59,2.2001,33.34,,
363271,2025-08-08,05:00-05:59,5.0004,76.64,230.8,32.0
363271,2025-08-08,06:00-06:59,6.8833,99.24,469.29,73.0
363271,2025-08-08,07:00-07:59,7.9668,112.73,575.85,79.0
363271,2025-08-08,08:00-08:59,8.0,113.14,654.43,67.0
363271,2025-08-08,09:00-09:59,8.0,113.14,556.77,55.0
363271,2025-08-08,10:00-10:59,7.2003,100.77,356.56,34.0
363271,2025-08-08,11:00-11:59,4.0333,59.54,445.27,37.0
363271,2025-08-08,12:00-12:59,4.0,59.08,210.27,28.0
363271,2025-08-08,13:00-13:59,4.0,59.08,154.55,20.0
363271,2025-08-08,14:00-14:59,3.5007,45.51,181.61,23.0
363271,2025-08-08,15:00-15:59,2.0341,24.43,104.35,13.0
363271,2025-08-08,16:00-16:59,2.0008,24.02,136.2,16.0
363271,2025-08-08,17:00-17:59,2.0008,24.02,148.94,17.0
363271,2025-08-08,18:00-18:59,2.0008,24.02,109.76,14.0
363271,2025-08-08,19:00-19:59,2.0008,24.02,8.88,1.0
363271,2025-08-08,20:00-20:59,2.0008,24.02,,
363271,2025-08-08,21:00-21:59,0.0665,0.8,,
364322,2025-08-08,02:00-02:59,0.2168,4.86,,
364322,2025-08-08,03:00-03:59,1.8833,36.57,,
364322,2025-08-08,04:00-04:59,2.1668,40.38,,
364322,2025-08-08,05:00-05:59,3.0333,50.48,274.62,28.0
364322,2025-08-08,06:00-06:59,4.0,62.08,448.04,62.0
364322,2025-08-08,07:00-07:59,6.2001,88.25,751.91,81.0
364322,2025-08-08,08:00-08:59,7.7166,105.33,882.94,76.0
364322,2025-08-08,09:00-09:59,10.6833,140.35,829.31,77.0
364322,2025-08-08,10:00-10:59,9.7168,127.55,511.0,58.0
364322,2025-08-08,11:00-11:59,9.0,116.08,497.46,57.0
364322,2025-08-08,12:00-12:59,7.067,93.86,223.83,23.0
364322,2025-08-08,13:00-13:59,6.3831,87.06,192.16,27.0
364322,2025-08-08,14:00-14:59,4.1506,61.82,193.05,23.0
364322,2025-08-08,15:00-15:59,4.9679,70.73,169.22,19.0
364322,2025-08-08,16:00-16:59,5.0012,71.1,137.77,17.0
364322,2025-08-08,17:00-17:59,5.0012,71.1,112.16,12.0
364322,2025-08-08,18:00-18:59,5.0012,71.1,68.76,8.0
364322,2025-08-08,19:00-19:59,4.0004,60.08,45.3,6.0
364322,2025-08-08,20:00-20:59,4.0004,60.08,45.75,6.0
364322,2025-08-08,21:00-21:59,3.0337,47.52,,
364322,2025-08-08,22:00-22:59,2.0,34.08,,
364322,2025-08-08,23:00-23:59,0.0,0.0,,
301290,2025-08-09,00:00-00:59,0.0,0.0,,
301290,2025-08-09,01:00-01:59,0.0,0.0,,
301290,2025-08-09,02:00-02:59,0.0,0.0,,
301290,2025-08-09,03:00-03:59,0.9502,13.45,,
301290,2025-08-09,04:00-04:59,2.5539,35.29,6.28,3.0
301290,2025-08-09,05:00-05:59,3.8676,41.36,127.14,10.0
301290,2025-08-09,06:00-06:59,4.0008,41.36,275.98,30.0
301290,2025-08-09,07:00-07:59,4.0008,41.36,417.62,41.0
301290,2025-08-09,08:00-08:59,4.0008,41.36,580.53,57.0
301290,2025-08-09,09:00-09:59,4.0008,41.36,615.9,56.0
301290,2025-08-09,10:00-10:59,4.017,38.63,472.6,39.0
301290,2025-08-09,11:00-11:59,5.3508,45.69,358.51,38.0
301290,2025-08-09,12:00-12:59,5.0,42.0,253.41,23.0
301290,2025-08-09,13:00-13:59,5.0,42.0,176.39,22.0
301290,2025-08-09,14:00-14:59,3.3334,19.18,147.5,20.0
301290,2025-08-09,15:00-15:59,3.9996,27.0,40.93,6.0
301290,2025-08-09,16:00-16:59,4.3326,32.99,78.7,6.0
301290,2025-08-09,17:00-17:59,4.9988,44.98,68.1,11.0
301290,2025-08-09,18:00-18:59,4.9988,44.98,53.47,7.0
301290,2025-08-09,19:00-19:59,4.2658,33.98,39.8,6.0
301290,2025-08-09,20:00-20:59,3.966,29.58,22.17,3.0
301290,2025-08-09,21:00-21:59,2.3501,6.3,,
301290,2025-08-09,22:00-22:59,2.0004,0.0,,
301290,2025-08-09,23:00-23:59,0.0,0.0,,
343939,2025-08-09,02:00-02:59,0.0,0.0,,
343939,2025-08-09,03:00-03:59,0.1168,0.0,,
343939,2025-08-09,04:00-04:59,1.0,0.0,,
343939,2025-08-09,05:00-05:59,1.0,0.0,62.67,9.0
343939,2025-08-09,06:00-06:59,2.8996,27.51,266.18,32.0
343939,2025-08-09,07:00-07:59,4.8996,51.3,462.87,44.0
343939,2025-08-09,08:00-08:59,4.9996,52.5,650.79,64.0
343939,2025-08-09,09:00-09:59,4.9996,52.5,870.49,75.0
343939,2025-08-09,10:00-10:59,4.9996,52.5,489.91,61.0
343939,2025-08-09,11:00-11:59,5.5996,52.5,447.44,45.0
343939,2025-08-09,12:00-12:59,5.9996,52.5,313.61,37.0
343939,2025-08-09,13:00-13:59,4.0,33.91,159.37,21.0
343939,2025-08-09,14:00-14:59,3.9671,30.7,81.34,13.0
343939,2025-08-09,15:00-15:59,4.0004,30.4,140.07,17.0
343939,2025-08-09,16:00-16:59,4.0004,30.4,81.3,12.0
343939,2025-08-09,17:00-17:59,4.0004,30.4,67.27,8.0
343939,2025-08-09,18:00-18:59,4.0004,30.4,85.77,12.0
343939,2025-08-09,19:00-19:59,4.0004,30.4,11.18,1.0
343939,2025-08-09,20:00-20:59,3.8336,28.01,,
343939,2025-08-09,21:00-21:59,2.0,0.0,,
343939,2025-08-09,22:00-22:59,2.0,0.0,,
343939,2025-08-09,23:00-23:59,0.0,0.0,,
357993,2025-08-09,02:00-02:59,0.667,5.25,,
357993,2025-08-09,03:00-03:59,3.4675,36.52,,
357993,2025-08-09,04:00-04:59,4.0008,52.52,46.86,7.0
357993,2025-08-09,05:00-05:59,4.9841,63.39,129.99,18.0
357993,2025-08-09,06:00-06:59,6.9837,84.39,292.89,32.0
357993,2025-08-09,07:00-07:59,9.7194,116.52,551.57,61.0
357993,2025-08-09,08:00-08:59,10.0032,120.1,792.64,82.0
357993,2025-08-09,09:00-09:59,12.3535,152.4,1393.39,127.0
357993,2025-08-09,10:00-10:59,11.1857,129.21,1186.83,119.0
357993,2025-08-09,11:00-11:59,11.0024,122.98,814.01,83.0
357993,2025-08-09,12:00-12:59,8.7184,83.3,419.71,53.0
357993,2025-08-09,13:00-13:59,8.1356,76.5,350.65,43.0
357993,2025-08-09,14:00-14:59,8.0024,75.02,177.42,24.0
357993,2025-08-09,15:00-15:59,6.1185,54.35,164.64,25.0
357993,2025-08-09,16:00-16:59,6.002,53.02,197.96,25.0
357993,2025-08-09,17:00-17:59,5.1846,44.85,246.35,32.0
357993,2025-08-09,18:00-18:59,5.0012,43.02,108.86,13.0
357993,2025-08-09,19:00-19:59,5.0012,43.02,43.93,8.0
357993,2025-08-09,20:00-20:59,2.5506,8.24,6.67,1.0
357993,2025-08-09,21:00-21:59,2.0004,0.0,,
357993,2025-08-09,22:00-22:59,2.0004,0.0,,
358529,2025-08-09,02:00-02:59,0.4334,9.75,,
358529,2025-08-09,03:00-03:59,1.0004,22.5,,
358529,2025-08-09,04:00-04:59,2.4336,46.57,2.79,1.0
358529,2025-08-09,05:00-05:59,3.0,54.0,155.12,21.0
358529,2025-08-09,06:00-06:59,3.9663,65.58,341.12,45.0
358529,2025-08-09,07:00-07:59,4.2826,69.38,472.31,62.0
358529,2025-08-09,08:00-08:59,7.3818,106.58,786.8,77.0
358529,2025-08-09,09:00-09:59,8.8492,124.2,925.19,93.0
358529,2025-08-09,10:00-10:59,9.2324,126.0,722.36,71.0
358529,2025-08-09,11:00-11:59,9.8309,123.5,476.38,59.0
358529,2025-08-09,12:00-12:59,9.3148,115.87,548.64,52.0
358529,2025-08-09,13:00-13:59,6.2666,55.04,250.15,29.0
358529,2025-08-09,14:00-14:59,6.0,49.64,207.68,28.0
358529,2025-08-09,15:00-15:59,6.0,49.64,140.38,16.0
358529,2025-08-09,16:00-16:59,5.9829,49.43,89.59,13.0
358529,2025-08-09,17:00-17:59,5.9992,49.62,99.56,15.0
358529,2025-08-09,18:00-18:59,5.9992,49.62,85.5,9.0
358529,2025-08-09,19:00-19:59,5.9992,49.62,65.72,10.0
358529,2025-08-09,20:00-20:59,5.066,39.36,77.4,10.0
358529,2025-08-09,21:00-21:59,3.7491,27.53,,
358529,2025-08-09,22:00-22:59,1.9996,12.0,,
358529,2025-08-09,23:00-23:59,1.4997,9.0,,
359042,2025-08-09,02:00-02:59,0.1168,2.34,,
359042,2025-08-09,03:00-03:59,1.5665,31.61,,
359042,2025-08-09,04:00-04:59,1.9996,40.48,25.98,1.0
359042,2025-08-09,05:00-05:59,2.233,43.72,88.89,9.0
359042,2025-08-09,06:00-06:59,4.9491,85.29,363.28,37.0
359042,2025-08-09,07:00-07:59,5.9659,107.81,519.3,46.0
359042,2025-08-09,08:00-08:59,5.9992,108.56,729.6,57.0
359042,2025-08-09,09:00-09:59,5.9992,108.56,673.69,59.0
359042,2025-08-09,10:00-10:59,4.5493,79.32,627.55,57.0
359042,2025-08-09,11:00-11:59,3.9996,68.06,219.81,28.0
359042,2025-08-09,12:00-12:59,3.5165,59.09,233.94,29.0
359042,2025-08-09,13:00-13:59,3.0,49.5,273.67,30.0
359042,2025-08-09,14:00-14:59,2.134,39.37,90.05,11.0
359042,2025-08-09,15:00-15:59,3.6161,71.28,127.51,14.0
359042,2025-08-09,16:00-16:59,4.0333,69.2,177.13,17.0
359042,2025-08-09,17:00-17:59,4.9992,80.8,51.49,7.0
359042,2025-08-09,18:00-18:59,4.9992,80.8,100.36,8.0
359042,2025-08-09,19:00-19:59,4.9992,80.8,51.47,9.0
359042,2025-08-09,20:00-20:59,4.9992,80.8,28.42,4.0
359042,2025-08-09,21:00-21:59,1.2664,21.09,,
359042,2025-08-09,22:00-22:59,0.0,0.0,,
363271,2025-08-09,02:00-02:59,0.1167,1.52,,
363271,2025-08-09,03:00-03:59,2.0,27.28,,
363271,2025-08-09,04:00-04:59,2.7994,35.86,,
363271,2025-08-09,05:00-05:59,4.1825,41.46,89.37,17.0
363271,2025-08-09,06:00-06:59,5.9823,63.06,309.9,38.0
363271,2025-08-09,07:00-07:59,7.0155,75.51,418.81,46.0
363271,2025-08-09,08:00-08:59,7.9988,90.3,628.44,73.0
363271,2025-08-09,09:00-09:59,8.6826,97.81,766.22,71.0
363271,2025-08-09,10:00-10:59,8.0675,91.41,662.97,63.0
363271,2025-08-09,11:00-11:59,8.0171,94.03,304.69,34.0
363271,2025-08-09,12:00-12:59,7.7339,90.6,455.71,48.0
363271,2025-08-09,13:00-13:59,6.0341,70.25,178.86,24.0
363271,2025-08-09,14:00-14:59,4.4671,50.74,176.44,23.0
363271,2025-08-09,15:00-15:59,4.0004,44.26,110.39,18.0
363271,2025-08-09,16:00-16:59,4.5672,50.49,96.95,15.0
363271,2025-08-09,17:00-17:59,4.6004,50.36,77.82,10.0
363271,2025-08-09,18:00-18:59,3.4372,31.63,77.32,15.0
363271,2025-08-09,19:00-19:59,3.0004,23.5,29.13,4.0
363271,2025-08-09,20:00-20:59,3.0021,23.52,27.23,5.0
363271,2025-08-09,21:00-21:59,1.6681,7.85,,
363271,2025-08-09,22:00-22:59,1.0,0.0,,
364322,2025-08-09,02:00-02:59,0.0,0.0,,
364322,2025-08-09,03:00-03:59,1.82,139.37,1.24,1.0
364322,2025-08-09,04:00-04:59,2.0168,37.34,,
364322,2025-08-09,05:00-05:59,3.0,43.12,258.07,18.0
364322,2025-08-09,06:00-06:59,3.0,43.12,374.54,42.0
364322,2025-08-09,07:00-07:59,4.0668,53.37,618.73,51.0
364322,2025-08-09,08:00-08:59,4.9996,64.12,904.95,90.0
364322,2025-08-09,09:00-09:59,6.7657,84.58,1036.89,85.0
364322,2025-08-09,10:00-10:59,8.8638,113.48,991.51,86.0
364322,2025-08-09,11:00-11:59,7.9303,99.43,491.69,50.0
364322,2025-08-09,12:00-12:59,5.0988,63.43,383.38,34.0
364322,2025-08-09,13:00-13:59,5.8496,76.78,333.51,30.0
364322,2025-08-09,14:00-14:59,5.0328,66.4,224.3,29.0
364322,2025-08-09,15:00-15:59,4.9996,66.0,166.28,18.0
364322,2025-08-09,16:00-16:59,4.9996,66.0,92.43,11.0
364322,2025-08-09,17:00-17:59,4.9829,65.82,110.95,12.0
364322,2025-08-09,18:00-18:59,4.0004,55.02,50.97,8.0
364322,2025-08-09,19:00-19:59,4.0004,55.02,62.0,6.0
364322,2025-08-09,20:00-20:59,4.0004,55.02,2.89,1.0
364322,2025-08-09,21:00-21:59,2.4666,33.63,,
364322,2025-08-09,22:00-22:59,2.0,27.12,,
301290,2025-08-10,02:00-02:59,0.5831,7.88,,
301290,2025-08-10,03:00-03:59,2.2828,29.99,,
301290,2025-08-10,04:00-04:59,2.9996,37.58,,
301290,2025-08-10,05:00-05:59,2.9996,37.58,120.8,11.0
301290,2025-08-10,06:00-06:59,4.0667,51.33,226.09,24.0
301290,2025-08-10,07:00-07:59,4.9996,62.58,413.87,35.0
301290,2025-08-10,08:00-08:59,4.9996,62.58,495.05,53.0
301290,2025-08-10,09:00-09:59,4.9996,62.58,470.7,46.0
301290,2025-08-10,10:00-10:59,4.9996,62.58,501.28,47.0
301290,2025-08-10,11:00-11:59,5.0328,62.98,442.39,34.0
301290,2025-08-10,12:00-12:59,4.1503,49.83,233.81,25.0
301290,2025-08-10,13:00-13:59,3.7671,44.55,124.43,13.0
301290,2025-08-10,14:00-14:59,3.0,34.58,81.31,9.0
301290,2025-08-10,15:00-15:59,3.0,34.58,92.95,13.0
301290,2025-08-10,16:00-16:59,3.0,34.58,32.7,8.0
301290,2025-08-10,17:00-17:59,3.0,34.58,47.48,5.0
301290,2025-08-10,18:00-18:59,3.0,34.58,30.06,3.0
301290,2025-08-10,19:00-19:59,3.6827,34.58,42.02,5.0
301290,2025-08-10,20:00-20:59,3.216,25.18,11.96,1.0
301290,2025-08-10,21:00-21:59,2.066,11.38,,
301290,2025-08-10,22:00-22:59,1.9992,10.58,,
343939,2025-08-10,01:00-01:59,0.0,0.0,,
343939,2025-08-10,02:00-02:59,0.15,2.47,,
343939,2025-08-10,03:00-03:59,2.4328,36.29,,
343939,2025-08-10,04:00-04:59,2.9996,41.9,,
343939,2025-08-10,05:00-05:59,2.9996,41.9,81.09,9.0
343939,2025-08-10,06:00-06:59,4.9661,66.48,145.17,22.0
343939,2025-08-10,07:00-07:59,4.9996,66.9,254.48,29.0
343939,2025-08-10,08:00-08:59,5.9828,77.71,625.32,61.0
343939,2025-08-10,09:00-09:59,5.9996,77.9,528.64,56.0
343939,2025-08-10,10:00-10:59,5.9996,77.9,628.07,61.0
343939,2025-08-10,11:00-11:59,4.0336,46.44,373.24,37.0
343939,2025-08-10,12:00-12:59,4.0,45.9,258.01,32.0
343939,2025-08-10,13:00-13:59,4.05,46.55,306.58,34.0
343939,2025-08-10,14:00-14:59,3.1168,35.47,194.85,28.0
343939,2025-08-10,15:00-15:59,3.0,33.9,88.16,12.0
343939,2025-08-10,16:00-16:59,3.0,33.9,57.47,10.0
343939,2025-08-10,17:00-17:59,3.0,33.9,47.39,9.0
343939,2025-08-10,18:00-18:59,3.0,33.9,62.99,9.0
343939,2025-08-10,19:00-19:59,3.0,33.9,31.41,4.0
343939,2025-08-10,20:00-20:59,3.0,33.9,24.54,2.0
343939,2025-08-10,21:00-21:59,1.6836,18.25,,
343939,2025-08-10,22:00-22:59,1.0,9.9,,
343939,2025-08-10,23:00-23:59,0.0,0.0,,
357993,2025-08-10,02:00-02:59,0.667,3.5,,
357993,2025-08-10,03:00-03:59,3.0008,15.0,,
357993,2025-08-10,04:00-04:59,3.0175,15.34,30.22,4.0
357993,2025-08-10,05:00-05:59,5.7508,55.95,133.13,14.0
357993,2025-08-10,06:00-06:59,6.9011,69.67,226.29,26.0
357993,2025-08-10,07:00-07:59,8.0675,81.67,435.31,37.0
357993,2025-08-10,08:00-08:59,9.1666,92.83,941.38,91.0
357993,2025-08-10,09:00-09:59,11.0672,113.87,923.89,81.0
357993,2025-08-10,10:00-10:59,11.0336,111.5,915.7,92.0
357993,2025-08-10,11:00-11:59,11.0168,111.07,693.62,69.0
357993,2025-08-10,12:00-12:59,10.4997,98.0,478.25,50.0
357993,2025-08-10,13:00-13:59,8.0664,69.75,376.01,42.0
357993,2025-08-10,14:00-14:59,6.3499,50.76,181.5,27.0
357993,2025-08-10,15:00-15:59,6.0,47.0,225.6,23.0
357993,2025-08-10,16:00-16:59,6.0,47.0,151.24,24.0
357993,2025-08-10,17:00-17:59,5.1503,38.5,63.14,10.0
357993,2025-08-10,18:00-18:59,5.0004,37.0,25.75,3.0
357993,2025-08-10,19:00-19:59,5.0004,37.0,99.19,7.0
357993,2025-08-10,20:00-20:59,3.434,18.2,,
357993,2025-08-10,21:00-21:59,3.0008,13.0,,
357993,2025-08-10,22:00-22:59,3.0008,13.0,,
358529,2025-08-10,02:00-02:59,0.4498,6.75,,
358529,2025-08-10,03:00-03:59,1.4164,19.58,,
358529,2025-08-10,04:00-04:59,2.0664,26.8,,
358529,2025-08-10,05:00-05:59,3.0,38.0,131.38,19.0
358529,2025-08-10,06:00-06:59,3.0668,38.74,265.75,32.0
358529,2025-08-10,07:00-07:59,4.7668,58.2,417.51,46.0
358529,2025-08-10,08:00-08:59,7.8832,84.6,645.94,67.0
358529,2025-08-10,09:00-09:59,7.9996,85.0,739.93,74.0
358529,2025-08-10,10:00-10:59,7.4996,79.0,852.77,79.0
358529,2025-08-10,11:00-11:59,5.5324,56.25,578.14,59.0
358529,2025-08-10,12:00-12:59,6.7651,69.79,429.29,51.0
358529,2025-08-10,13:00-13:59,4.9984,46.98,259.08,30.0
358529,2025-08-10,14:00-14:59,4.9984,46.98,172.89,19.0
358529,2025-08-10,15:00-15:59,4.0324,35.4,100.33,14.0
358529,2025-08-10,16:00-16:59,3.9992,35.0,153.72,18.0
358529,2025-08-10,17:00-17:59,3.9992,35.0,148.95,19.0
358529,2025-08-10,18:00-18:59,3.9992,35.0,61.69,10.0
358529,2025-08-10,19:00-19:59,3.9992,35.0,53.25,7.0
358529,2025-08-10,20:00-20:59,3.5823,30.41,8.88,1.0
358529,2025-08-10,21:00-21:59,1.3327,11.59,,
358529,2025-08-10,22:00-22:59,0.0,0.0,,
358529,2025-08-10,23:00-23:59,0.0,0.0,,
359042,2025-08-10,02:00-02:59,0.0833,1.67,,
359042,2025-08-10,03:00-03:59,1.6168,32.34,,
359042,2025-08-10,04:00-04:59,2.0,40.0,,
359042,2025-08-10,05:00-05:59,2.0,40.0,98.56,12.0
359042,2025-08-10,06:00-06:59,2.0,40.0,293.44,28.0
359042,2025-08-10,07:00-07:59,2.9668,51.94,293.39,29.0
359042,2025-08-10,08:00-08:59,4.9992,73.98,730.09,66.0
359042,2025-08-10,09:00-09:59,4.9992,73.98,700.33,65.0
359042,2025-08-10,10:00-10:59,4.9992,73.98,689.21,69.0
359042,2025-08-10,11:00-11:59,4.9992,73.98,677.08,66.0
359042,2025-08-10,12:00-12:59,4.9992,73.98,426.88,50.0
359042,2025-08-10,13:00-13:59,5.3159,77.78,205.88,26.0
359042,2025-08-10,14:00-14:59,5.0512,74.62,120.19,19.0
359042,2025-08-10,15:00-15:59,4.4345,65.52,163.73,18.0
359042,2025-08-10,16:00-16:59,3.2509,47.77,69.72,14.0
359042,2025-08-10,17:00-17:59,3.0008,44.02,92.27,9.0
359042,2025-08-10,18:00-18:59,3.0008,44.02,35.52,8.0
359042,2025-08-10,19:00-19:59,3.0008,44.02,37.05,4.0
359042,2025-08-10,20:00-20:59,3.0208,44.02,28.3,3.0
359042,2025-08-10,21:00-21:59,1.8669,30.4,,
359042,2025-08-10,22:00-22:59,1.0,20.0,,
363271,2025-08-10,02:00-02:59,0.0668,0.8,,
363271,2025-08-10,03:00-03:59,2.45,29.87,,
363271,2025-08-10,04:00-04:59,4.0016,47.9,,
363271,2025-08-10,05:00-05:59,4.0514,48.5,82.04,9.0
363271,2025-08-10,06:00-06:59,5.533,66.28,179.37,21.0
363271,2025-08-10,07:00-07:59,5.9996,71.88,359.35,36.0
363271,2025-08-10,08:00-08:59,6.2664,75.35,552.33,55.0
363271,2025-08-10,09:00-09:59,7.8992,94.77,729.24,69.0
363271,2025-08-10,10:00-10:59,7.9992,95.86,740.21,71.0
363271,2025-08-10,11:00-11:59,7.9992,95.86,399.56,41.0
363271,2025-08-10,12:00-12:59,7.9992,95.86,271.85,30.0
363271,2025-08-10,13:00-13:59,7.6491,91.19,164.08,21.0
363271,2025-08-10,14:00-14:59,6.3679,74.68,138.78,24.0
363271,2025-08-10,15:00-15:59,5.6011,65.49,99.97,17.0
363271,2025-08-10,16:00-16:59,5.9003,68.78,86.29,10.0
363271,2025-08-10,17:00-17:59,5.0012,58.9,103.99,12.0
363271,2025-08-10,18:00-18:59,5.0012,58.9,38.41,9.0
363271,2025-08-10,19:00-19:59,5.0012,58.9,38.42,6.0
363271,2025-08-10,20:00-20:59,5.0012,58.9,13.87,2.0
363271,2025-08-10,21:00-21:59,3.3337,39.72,,
363271,2025-08-10,22:00-22:59,3.0,35.88,,
364322,2025-08-10,02:00-02:59,0.0,0.0,,
364322,2025-08-10,03:00-03:59,1.4999,23.07,,
364322,2025-08-10,04:00-04:59,2.0,31.0,,
364322,2025-08-10,05:00-05:59,2.0,31.0,175.52,19.0
364322,2025-08-10,06:00-06:59,3.0004,43.0,243.04,25.0
364322,2025-08-10,07:00-07:59,3.9837,54.8,312.64,34.0
364322,2025-08-10,08:00-08:59,4.0004,55.0,797.95,70.0
364322,2025-08-10,09:00-09:59,5.7843,76.42,918.3,89.0
364322,2025-08-10,10:00-10:59,5.9844,78.75,1016.03,94.0
364322,2025-08-10,11:00-11:59,5.0012,63.02,585.21,55.0
364322,2025-08-10,12:00-12:59,6.8508,87.07,364.07,35.0
364322,2025-08-10,13:00-13:59,5.9509,75.43,284.08,31.0
364322,2025-08-10,14:00-14:59,4.7505,60.99,203.02,26.0
364322,2025-08-10,15:00-15:59,6.0004,75.0,179.9,22.0
364322,2025-08-10,16:00-16:59,5.9837,74.82,136.11,15.0
364322,2025-08-10,17:00-17:59,4.9996,64.0,107.02,12.0
364322,2025-08-10,18:00-18:59,5.0196,275.52,58.77,6.0
364322,2025-08-10,19:00-19:59,3.6497,48.26,47.09,7.0
364322,2025-08-10,20:00-20:59,2.9996,41.0,28.31,4.0
364322,2025-08-10,21:00-21:59,1.9333,27.13,,
364322,2025-08-10,22:00-22:59,1.0,15.0,,
301290,2025-08-11,02:00-02:59,0.0,0.0,,
301290,2025-08-11,03:00-03:59,0.5168,5.39,,
301290,2025-08-11,04:00-04:59,1.0,10.44,3.49,2.0
301290,2025-08-11,05:00-05:59,2.1331,28.02,109.25,13.0
301290,2025-08-11,06:00-06:59,2.9996,41.72,267.56,44.0
301290,2025-08-11,07:00-07:59,2.9996,41.72,324.6,46.0
301290,2025-08-11,08:00-08:59,2.9996,41.72,246.27,38.0
301290,2025-08-11,09:00-09:59,3.9332,53.85,330.29,37.0
301290,2025-08-11,10:00-10:59,3.084,36.4,205.85,26.0
301290,2025-08-11,11:00-11:59,3.0008,34.74,322.87,32.0
301290,2025-08-11,12:00-12:59,3.0008,34.74,237.63,24.0
301290,2025-08-11,13:00-13:59,3.6678,42.75,138.95,13.0
301290,2025-08-11,14:00-14:59,3.8044,150.07,91.76,8.0
301290,2025-08-11,15:00-15:59,3.0008,35.46,136.83,18.0
301290,2025-08-11,16:00-16:59,3.0173,35.64,64.63,9.0
301290,2025-08-11,17:00-17:59,3.0004,34.44,49.55,6.0
301290,2025-08-11,18:00-18:59,3.0004,34.44,17.98,2.0
301290,2025-08-11,19:00-19:59,3.0004,34.44,25.32,3.0
301290,2025-08-11,20:00-20:59,3.0004,34.44,41.9,6.0
301290,2025-08-11,21:00-21:59,1.3169,14.24,,
301290,2025-08-11,22:00-22:59,1.0,10.44,,
343939,2025-08-11,02:00-02:59,0.3336,4.93,,
343939,2025-08-11,03:00-03:59,2.0,29.54,,
343939,2025-08-11,04:00-04:59,2.0,29.54,4.29,1.0
343939,2025-08-11,05:00-05:59,2.0,29.54,145.95,25.0
343939,2025-08-11,06:00-06:59,2.0,29.54,333.54,40.0
343939,2025-08-11,07:00-07:59,2.9164,41.0,459.79,64.0
343939,2025-08-11,08:00-08:59,4.0,55.04,527.81,57.0
343939,2025-08-11,09:00-09:59,4.8658,65.84,460.36,49.0
343939,2025-08-11,10:00-10:59,3.9992,48.04,319.82,38.0
343939,2025-08-11,11:00-11:59,3.9992,48.04,142.58,23.0
343939,2025-08-11,12:00-12:59,3.9992,48.04,190.94,25.0
343939,2025-08-11,13:00-13:59,3.9992,48.04,123.84,21.0
343939,2025-08-11,14:00-14:59,4.2004,52.05,136.08,18.0
343939,2025-08-11,15:00-15:59,4.0004,49.54,101.22,16.0
343939,2025-08-11,16:00-16:59,4.0004,49.54,87.96,14.0
343939,2025-08-11,17:00-17:59,4.0004,49.54,63.72,11.0
343939,2025-08-11,18:00-18:59,4.0004,49.54,70.42,11.0
343939,2025-08-11,19:00-19:59,4.0004,49.54,45.71,7.0
343939,2025-08-11,20:00-20:59,4.0004,49.54,10.98,1.0
343939,2025-08-11,21:00-21:59,1.0503,10.21,,
343939,2025-08-11,22:00-22:59,1.0,9.54,,
357993,2025-08-11,02:00-02:59,0.6669,3.5,,
357993,2025-08-11,03:00-03:59,3.0004,15.0,,
357993,2025-08-11,04:00-04:59,4.3671,37.67,34.32,7.0
357993,2025-08-11,05:00-05:59,5.501,55.0,147.68,28.0
357993,2025-08-11,06:00-06:59,8.6348,91.17,469.12,63.0
357993,2025-08-11,07:00-07:59,10.0012,106.0,690.28,89.0
357993,2025-08-11,08:00-08:59,10.0012,106.0,616.57,74.0
357993,2025-08-11,09:00-09:59,10.0012,106.0,741.84,79.0
357993,2025-08-11,10:00-10:59,9.068,92.0,487.36,62.0
357993,2025-08-11,11:00-11:59,7.5012,72.81,467.97,51.0
357993,2025-08-11,12:00-12:59,6.35,54.93,276.84,37.0
357993,2025-08-11,13:00-13:59,6.0673,47.8,184.27,25.0
357993,2025-08-11,14:00-14:59,6.0008,47.0,312.54,35.0
357993,2025-08-11,15:00-15:59,5.4011,40.87,106.95,21.0
