pc_number,date,hour_range,actual_hours,actual_labor,sales_value,check_count
301290,2025-07-27,02:00-02:59,0.0,0.0,,
301290,2025-07-27,03:00-03:59,0.85,8.72,,
301290,2025-07-27,04:00-04:59,1.4333,16.11,14.26,2.0
301290,2025-07-27,05:00-05:59,3.616,55.11,145.17,15.0
301290,2025-07-27,06:00-06:59,4.9996,79.18,120.18,17.0
301290,2025-07-27,07:00-07:59,4.9996,79.18,301.61,32.0
301290,2025-07-27,08:00-08:59,4.9996,79.18,345.7,35.0
301290,2025-07-27,09:00-09:59,4.9996,79.18,562.31,50.0
301290,2025-07-27,10:00-10:59,4.9996,79.18,470.08,42.0
301290,2025-07-27,11:00-11:59,4.8996,77.98,372.7,35.0
301290,2025-07-27,12:00-12:59,4.4827,63.71,213.9,28.0
301290,2025-07-27,13:00-13:59,4.0994,50.35,168.05,24.0
301290,2025-07-27,14:00-14:59,2.9996,34.26,60.14,9.0
301290,2025-07-27,15:00-15:59,2.9996,34.26,120.89,11.0
301290,2025-07-27,16:00-16:59,2.9996,34.26,88.76,9.0
301290,2025-07-27,17:00-17:59,2.9996,34.26,67.91,8.0
301290,2025-07-27,18:00-18:59,2.9996,34.26,90.6,14.0
301290,2025-07-27,19:00-19:59,2.9996,34.26,47.18,7.0
301290,2025-07-27,20:00-20:59,2.9996,34.26,20.17,2.0
301290,2025-07-27,21:00-21:59,1.7334,19.06,,
301290,2025-07-27,22:00-22:59,1.0,10.26,,
343939,2025-07-27,01:00-01:59,0.3832,3.45,,
343939,2025-07-27,02:00-02:59,1.0835,10.0,,
343939,2025-07-27,03:00-03:59,2.0024,21.02,,
343939,2025-07-27,04:00-04:59,1.3341,13.01,,
343939,2025-07-27,05:00-05:59,1.0,9.0,99.46,11.0
343939,2025-07-27,06:00-06:59,1.8836,19.6,161.97,22.0
343939,2025-07-27,07:00-07:59,2.9834,35.68,334.94,34.0
343939,2025-07-27,08:00-08:59,4.9668,59.57,445.96,48.0
343939,2025-07-27,09:00-09:59,5.0,60.0,738.21,68.0
343939,2025-07-27,10:00-10:59,5.0,60.0,622.18,64.0
343939,2025-07-27,11:00-11:59,5.0,60.0,645.3,57.0
343939,2025-07-27,12:00-12:59,5.0,60.0,311.28,31.0
343939,2025-07-27,13:00-13:59,4.2503,52.77,206.99,32.0
343939,2025-07-27,14:00-14:59,4.0869,49.82,200.28,23.0
343939,2025-07-27,15:00-15:59,4.0004,49.0,106.01,17.0
343939,2025-07-27,16:00-16:59,4.0004,49.0,71.85,11.0
343939,2025-07-27,17:00-17:59,4.0004,49.0,32.81,6.0
343939,2025-07-27,18:00-18:59,4.0204,49.0,26.71,7.0
343939,2025-07-27,19:00-19:59,4.0004,49.0,46.52,6.0
343939,2025-07-27,20:00-20:59,4.0004,49.0,9.28,2.0
343939,2025-07-27,21:00-21:59,2.1168,23.7,,
343939,2025-07-27,22:00-22:59,2.0004,22.0,,
343939,2025-07-27,23:00-23:59,0.0,0.0,,
357993,2025-07-27,02:00-02:59,0.6833,3.5,,
357993,2025-07-27,03:00-03:59,3.0,15.0,,
357993,2025-07-27,04:00-04:59,3.9836,29.75,44.39,7.0
357993,2025-07-27,05:00-05:59,4.2672,32.94,100.44,11.0
357993,2025-07-27,06:00-06:59,5.2839,46.67,245.85,32.0
357993,2025-07-27,07:00-07:59,7.5515,80.4,359.34,37.0
357993,2025-07-27,08:00-08:59,8.6684,92.76,617.92,66.0
357993,2025-07-27,09:00-09:59,11.0024,118.04,1157.02,103.0
357993,2025-07-27,10:00-10:59,10.0692,104.04,974.83,90.0
357993,2025-07-27,11:00-11:59,10.0024,103.04,707.89,76.0
357993,2025-07-27,12:00-12:59,7.8841,69.29,594.03,55.0
357993,2025-07-27,13:00-13:59,7.0177,56.43,379.26,43.0
357993,2025-07-27,14:00-14:59,6.1345,47.35,386.91,43.0
357993,2025-07-27,15:00-15:59,5.0841,35.0,149.58,27.0
357993,2025-07-27,16:00-16:59,5.0008,34.0,157.31,23.0
357993,2025-07-27,17:00-17:59,4.0333,24.33,116.47,15.0
357993,2025-07-27,18:00-18:59,4.0,24.0,157.1,18.0
357993,2025-07-27,19:00-19:59,4.0,24.0,80.97,10.0
357993,2025-07-27,20:00-20:59,2.4335,5.2,,
357993,2025-07-27,21:00-21:59,2.0,0.0,,
357993,2025-07-27,22:00-22:59,2.0,0.0,,
358529,2025-07-27,02:00-02:59,0.2333,3.5,,
358529,2025-07-27,03:00-03:59,1.0004,15.0,,
358529,2025-07-27,04:00-04:59,2.1841,28.74,,
358529,2025-07-27,05:00-05:59,4.0016,51.02,116.42,15.0
358529,2025-07-27,06:00-06:59,4.0016,51.02,378.31,35.0
358529,2025-07-27,07:00-07:59,4.9862,62.82,414.02,40.0
358529,2025-07-27,08:00-08:59,6.6515,83.03,713.75,73.0
358529,2025-07-27,09:00-09:59,6.5177,77.6,770.84,73.0
358529,2025-07-27,10:00-10:59,7.5512,82.6,782.52,76.0
358529,2025-07-27,11:00-11:59,7.8494,85.66,492.03,54.0
358529,2025-07-27,12:00-12:59,7.0836,78.59,364.95,45.0
358529,2025-07-27,13:00-13:59,4.0337,47.4,303.84,38.0
358529,2025-07-27,14:00-14:59,3.8835,45.6,238.97,25.0
358529,2025-07-27,15:00-15:59,2.9996,35.0,258.6,29.0
358529,2025-07-27,16:00-16:59,2.9996,35.0,68.37,11.0
358529,2025-07-27,17:00-17:59,2.9996,35.0,96.13,13.0
358529,2025-07-27,18:00-18:59,2.9996,35.0,85.18,15.0
358529,2025-07-27,19:00-19:59,2.9996,35.0,37.63,6.0
358529,2025-07-27,20:00-20:59,3.0496,35.0,19.04,1.0
358529,2025-07-27,21:00-21:59,2.3164,27.48,,
358529,2025-07-27,22:00-22:59,1.9996,24.0,,
358529,2025-07-27,23:00-23:59,1.4997,18.0,,
359042,2025-07-27,02:00-02:59,0.0,0.0,,
359042,2025-07-27,03:00-03:59,1.0008,20.02,,
359042,2025-07-27,04:00-04:59,1.0008,20.02,,
359042,2025-07-27,05:00-05:59,1.0008,20.02,97.61,9.0
359042,2025-07-27,06:00-06:59,2.5337,39.94,176.73,24.0
359042,2025-07-27,07:00-07:59,4.1495,59.63,378.61,38.0
359042,2025-07-27,08:00-08:59,5.9992,72.98,614.45,51.0
359042,2025-07-27,09:00-09:59,5.9992,72.98,612.55,53.0
359042,2025-07-27,10:00-10:59,5.9992,72.98,820.92,76.0
359042,2025-07-27,11:00-11:59,5.9992,72.98,625.56,59.0
359042,2025-07-27,12:00-12:59,5.9992,72.98,347.13,37.0
359042,2025-07-27,13:00-13:59,7.4644,91.17,300.43,37.0
359042,2025-07-27,14:00-14:59,6.1318,73.71,127.08,14.0
359042,2025-07-27,15:00-15:59,5.7654,69.18,124.98,18.0
359042,2025-07-27,16:00-16:59,4.2829,48.26,145.87,19.0
359042,2025-07-27,17:00-17:59,3.9996,44.0,75.26,8.0
359042,2025-07-27,18:00-18:59,3.9996,44.0,52.65,5.0
359042,2025-07-27,19:00-19:59,3.9996,44.0,89.35,7.0
359042,2025-07-27,20:00-20:59,3.9996,44.0,3.38,1.0
359042,2025-07-27,21:00-21:59,2.8998,30.76,,
359042,2025-07-27,22:00-22:59,2.0,20.0,,
363271,2025-07-27,02:00-02:59,0.1333,1.73,,
363271,2025-07-27,03:00-03:59,1.4002,16.29,,
363271,2025-07-27,04:00-04:59,2.0,21.22,,
363271,2025-07-27,05:00-05:59,2.3168,25.02,80.65,9.0
363271,2025-07-27,06:00-06:59,3.0,33.22,212.17,29.0
363271,2025-07-27,07:00-07:59,4.9333,55.89,284.34,33.0
363271,2025-07-27,08:00-08:59,5.0,56.72,451.89,46.0
363271,2025-07-27,09:00-09:59,6.9836,79.52,721.12,69.0
363271,2025-07-27,10:00-10:59,6.9837,79.51,551.06,60.0
363271,2025-07-27,11:00-11:59,6.0,66.72,456.17,45.0
363271,2025-07-27,12:00-12:59,5.9004,102.12,296.31,28.0
363271,2025-07-27,13:00-13:59,5.6138,87.54,186.66,21.0
363271,2025-07-27,14:00-14:59,3.7843,111.42,215.94,31.0
363271,2025-07-27,15:00-15:59,4.0008,46.02,158.89,14.0
363271,2025-07-27,16:00-16:59,4.0008,46.02,113.55,13.0
363271,2025-07-27,17:00-17:59,4.0008,46.02,95.31,15.0
363271,2025-07-27,18:00-18:59,4.0008,46.02,43.46,8.0
363271,2025-07-27,19:00-19:59,4.0008,46.02,17.65,4.0
363271,2025-07-27,20:00-20:59,3.3011,37.62,24.15,3.0
363271,2025-07-27,21:00-21:59,1.0339,11.39,,
363271,2025-07-27,22:00-22:59,1.0004,11.0,,
364322,2025-07-27,02:00-02:59,0.0336,0.41,,
364322,2025-07-27,03:00-03:59,2.0,24.56,,
364322,2025-07-27,04:00-04:59,2.0,24.56,,
364322,2025-07-27,05:00-05:59,2.0332,24.96,110.44,13.0
364322,2025-07-27,06:00-06:59,2.9996,36.56,326.61,25.0
364322,2025-07-27,07:00-07:59,2.9996,36.56,479.51,48.0
364322,2025-07-27,08:00-08:59,6.0657,78.0,733.38,74.0
364322,2025-07-27,09:00-09:59,8.7321,108.81,1038.33,88.0
364322,2025-07-27,10:00-10:59,7.9988,98.54,982.13,90.0
364322,2025-07-27,11:00-11:59,7.9988,98.54,792.96,73.0
364322,2025-07-27,12:00-12:59,7.5992,92.81,491.77,49.0
364322,2025-07-27,13:00-13:59,3.6683,43.33,204.33,28.0
364322,2025-07-27,14:00-14:59,6.0016,71.58,193.42,24.0
364322,2025-07-27,15:00-15:59,5.1832,62.58,120.75,17.0
364322,2025-07-27,16:00-16:59,4.9996,60.56,122.64,16.0
364322,2025-07-27,17:00-17:59,4.9996,60.56,189.86,16.0
364322,2025-07-27,18:00-18:59,4.5166,55.25,32.85,7.0
364322,2025-07-27,19:00-19:59,4.0,49.56,61.41,7.0
364322,2025-07-27,20:00-20:59,4.0,49.56,73.24,8.0
364322,2025-07-27,21:00-21:59,2.3171,27.68,,
364322,2025-07-27,22:00-22:59,2.0004,23.56,,
364322,2025-07-27,23:00-23:59,0.0,0.0,,
301290,2025-07-28,02:00-02:59,0.1833,2.57,,
301290,2025-07-28,03:00-03:59,1.0004,14.0,,
301290,2025-07-28,04:00-04:59,1.6169,22.02,21.98,7.0
301290,2025-07-28,05:00-05:59,2.8006,74.73,99.76,19.0
301290,2025-07-28,06:00-06:59,3.6173,103.31,308.5,45.0
301290,2025-07-28,07:00-07:59,4.0004,113.66,378.38,50.0
301290,2025-07-28,08:00-08:59,3.6168,90.8,553.81,62.0
301290,2025-07-28,09:00-09:59,3.0196,54.26,307.78,40.0
301290,2025-07-28,10:00-10:59,2.9996,54.0,357.54,29.0
301290,2025-07-28,11:00-11:59,2.9996,54.0,254.5,33.0
301290,2025-07-28,12:00-12:59,2.2826,43.96,144.51,22.0
301290,2025-07-28,13:00-13:59,2.1159,41.4,123.61,18.0
301290,2025-07-28,14:00-14:59,1.383,20.01,60.24,11.0
301290,2025-07-28,15:00-15:59,0.9996,12.0,67.62,10.0
301290,2025-07-28,16:00-16:59,0.9996,12.0,126.36,11.0
301290,2025-07-28,17:00-17:59,1.8796,22.59,109.28,11.0
301290,2025-07-28,18:00-18:59,1.9996,24.0,62.02,9.0
301290,2025-07-28,19:00-19:59,1.9996,24.0,8.45,1.0
301290,2025-07-28,20:00-20:59,1.9996,24.0,47.09,4.0
301290,2025-07-28,21:00-21:59,0.8166,9.8,,
343939,2025-07-28,02:00-02:59,0.0168,0.2,,
343939,2025-07-28,03:00-03:59,1.4334,22.33,,
343939,2025-07-28,04:00-04:59,2.0004,35.84,,
343939,2025-07-28,05:00-05:59,2.0171,36.06,175.36,26.0
343939,2025-07-28,06:00-06:59,3.9832,60.64,324.54,41.0
343939,2025-07-28,07:00-07:59,5.8665,83.14,434.63,61.0
343939,2025-07-28,08:00-08:59,6.0,84.84,539.28,63.0
343939,2025-07-28,09:00-09:59,5.9507,85.16,364.64,51.0
343939,2025-07-28,10:00-10:59,5.0016,72.86,336.24,38.0
343939,2025-07-28,11:00-11:59,4.6347,64.12,298.3,30.0
343939,2025-07-28,12:00-12:59,4.0012,49.02,271.73,39.0
343939,2025-07-28,13:00-13:59,2.1508,27.79,147.88,20.0
343939,2025-07-28,14:00-14:59,2.2671,32.37,148.97,22.0
343939,2025-07-28,15:00-15:59,2.0,29.0,154.81,21.0
343939,2025-07-28,16:00-16:59,2.0,29.0,96.56,17.0
343939,2025-07-28,17:00-17:59,2.0,29.0,73.1,13.0
343939,2025-07-28,18:00-18:59,2.0,29.0,39.0,9.0
343939,2025-07-28,19:00-19:59,2.0,29.0,26.24,4.0
343939,2025-07-28,20:00-20:59,2.0,29.0,9.18,2.0
343939,2025-07-28,21:00-21:59,0.1665,2.41,,
357993,2025-07-28,02:00-02:59,0.6669,3.5,,
357993,2025-07-28,03:00-03:59,3.0004,15.0,10.47,1.0
357993,2025-07-28,04:00-04:59,4.6178,43.5,28.22,6.0
357993,2025-07-28,05:00-05:59,5.501,55.0,266.66,29.0
357993,2025-07-28,06:00-06:59,8.5498,91.6,506.2,75.0
357993,2025-07-28,07:00-07:59,8.9996,97.48,799.99,96.0
357993,2025-07-28,08:00-08:59,8.9996,97.48,624.71,78.0
357993,2025-07-28,09:00-09:59,8.9996,97.48,739.54,87.0
357993,2025-07-28,10:00-10:59,8.0664,83.48,617.19,70.0
357993,2025-07-28,11:00-11:59,8.0163,81.47,369.7,37.0
357993,2025-07-28,12:00-12:59,5.7666,48.0,298.22,35.0
357993,2025-07-28,13:00-13:59,6.0841,47.92,167.24,26.0
357993,2025-07-28,14:00-14:59,6.0008,47.0,281.47,31.0
357993,2025-07-28,15:00-15:59,5.5335,42.33,184.12,27.0
357993,2025-07-28,16:00-16:59,5.9652,46.65,251.41,26.0
357993,2025-07-28,17:00-17:59,5.016,37.16,142.39,26.0
357993,2025-07-28,18:00-18:59,4.9992,37.0,143.09,20.0
357993,2025-07-28,19:00-19:59,4.167,28.67,16.25,3.0
357993,2025-07-28,20:00-20:59,2.4504,6.1,,
357993,2025-07-28,21:00-21:59,2.0004,0.0,,
357993,2025-07-28,22:00-22:59,2.0004,0.0,,
358529,2025-07-28,02:00-02:59,0.0,0.0,,
358529,2025-07-28,03:00-03:59,0.8168,8.98,,
358529,2025-07-28,04:00-04:59,1.9829,23.78,,
358529,2025-07-28,05:00-05:59,1.9996,24.0,187.42,30.0
358529,2025-07-28,06:00-06:59,1.9996,24.0,434.65,69.0
358529,2025-07-28,07:00-07:59,2.7664,33.2,737.38,95.0
358529,2025-07-28,08:00-08:59,4.717,56.6,724.75,91.0
358529,2025-07-28,09:00-09:59,5.0004,60.0,612.47,73.0
358529,2025-07-28,10:00-10:59,4.5337,54.4,526.21,62.0
358529,2025-07-28,11:00-11:59,4.8354,58.12,365.0,42.0
358529,2025-07-28,12:00-12:59,6.0182,69.42,360.69,40.0
358529,2025-07-28,13:00-13:59,6.5346,65.46,332.14,40.0
358529,2025-07-28,14:00-14:59,6.0008,59.0,151.21,24.0
358529,2025-07-28,15:00-15:59,6.0008,59.0,192.59,24.0
358529,2025-07-28,16:00-16:59,4.9839,46.95,104.21,16.0
358529,2025-07-28,17:00-17:59,4.4164,41.0,112.93,17.0
358529,2025-07-28,18:00-18:59,4.0159,36.19,155.17,16.0
358529,2025-07-28,19:00-19:59,3.9992,35.98,59.38,10.0
358529,2025-07-28,20:00-20:59,3.9992,35.98,99.17,12.0
358529,2025-07-28,21:00-21:59,1.9,15.4,,
359042,2025-07-28,02:00-02:59,0.0,0.0,,
359042,2025-07-28,03:00-03:59,0.8326,16.65,,
359042,2025-07-28,04:00-04:59,1.2993,23.88,,
359042,2025-07-28,05:00-05:59,3.0667,46.8,154.83,22.0
359042,2025-07-28,06:00-06:59,3.9996,57.98,335.58,49.0
359042,2025-07-28,07:00-07:59,4.966,72.48,443.54,66.0
359042,2025-07-28,08:00-08:59,4.2998,58.99,462.16,64.0
359042,2025-07-28,09:00-09:59,4.9996,66.0,564.01,56.0
359042,2025-07-28,10:00-10:59,4.9996,66.0,330.47,40.0
359042,2025-07-28,11:00-11:59,4.9996,66.0,283.09,31.0
359042,2025-07-28,12:00-12:59,4.9996,66.0,265.38,33.0
359042,2025-07-28,13:00-13:59,5.4659,73.2,119.38,20.0
359042,2025-07-28,14:00-14:59,4.0992,57.28,48.59,10.0
359042,2025-07-28,15:00-15:59,3.9992,55.98,143.72,22.0
359042,2025-07-28,16:00-16:59,3.0499,30.83,58.07,9.0
359042,2025-07-28,17:00-17:59,3.0,28.0,89.22,18.0
359042,2025-07-28,18:00-18:59,3.0,28.0,36.82,5.0
359042,2025-07-28,19:00-19:59,3.0,28.0,21.95,5.0
359042,2025-07-28,20:00-20:59,3.0,28.0,10.57,2.0
359042,2025-07-28,21:00-21:59,1.9332,13.13,,
359042,2025-07-28,22:00-22:59,1.0,0.0,,
363271,2025-07-28,02:00-02:59,0.1333,1.73,,
363271,2025-07-28,03:00-03:59,1.0004,13.0,,
363271,2025-07-28,04:00-04:59,1.4172,22.38,,
363271,2025-07-28,05:00-05:59,2.3505,39.7,183.01,31.0
363271,2025-07-28,06:00-06:59,4.0004,59.5,438.86,57.0
363271,2025-07-28,07:00-07:59,4.0004,59.5,486.88,79.0
363271,2025-07-28,08:00-08:59,4.0004,59.5,448.45,59.0
363271,2025-07-28,09:00-09:59,5.0012,70.5,355.34,43.0
363271,2025-07-28,10:00-10:59,5.0012,70.5,316.41,45.0
363271,2025-07-28,11:00-11:59,4.0341,57.93,250.77,18.0
363271,2025-07-28,12:00-12:59,4.0008,57.5,164.27,24.0
363271,2025-07-28,13:00-13:59,3.334,49.14,120.52,15.0
363271,2025-07-28,14:00-14:59,2.1993,26.33,129.88,21.0
363271,2025-07-28,15:00-15:59,1.9992,24.0,151.04,24.0
363271,2025-07-28,16:00-16:59,2.6825,31.51,119.23,18.0
363271,2025-07-28,17:00-17:59,2.9992,35.0,48.86,8.0
363271,2025-07-28,18:00-18:59,2.9992,35.0,110.4,15.0
363271,2025-07-28,19:00-19:59,2.0332,22.43,50.85,8.0
363271,2025-07-28,20:00-20:59,2.0,22.0,30.94,4.0
363271,2025-07-28,21:00-21:59,0.2335,2.57,,
364322,2025-07-28,02:00-02:59,0.0,0.0,,
364322,2025-07-28,03:00-03:59,1.8328,27.5,,
364322,2025-07-28,04:00-04:59,2.0324,30.39,,
364322,2025-07-28,05:00-05:59,2.9992,41.72,262.85,33.0
364322,2025-07-28,06:00-06:59,3.6822,49.92,375.64,53.0
364322,2025-07-28,07:00-07:59,5.1309,67.47,508.79,66.0
364322,2025-07-28,08:00-08:59,6.514,80.34,611.14,71.0
364322,2025-07-28,09:00-09:59,6.1321,73.7,604.95,64.0
364322,2025-07-28,10:00-10:59,6.0323,73.24,557.37,54.0
364322,2025-07-28,11:00-11:59,5.7011,70.46,383.27,37.0
364322,2025-07-28,12:00-12:59,5.3663,65.84,165.9,25.0
364322,2025-07-28,13:00-13:59,4.6501,55.41,241.42,31.0
364322,2025-07-28,14:00-14:59,4.6662,53.05,167.58,23.0
364322,2025-07-28,15:00-15:59,3.0172,33.92,124.46,21.0
364322,2025-07-28,16:00-16:59,3.0004,33.72,66.48,9.0
364322,2025-07-28,17:00-17:59,4.0004,44.72,133.39,21.0
364322,2025-07-28,18:00-18:59,4.0004,44.72,49.98,11.0
364322,2025-07-28,19:00-19:59,4.0004,44.72,74.75,7.0
364322,2025-07-28,20:00-20:59,4.0004,44.72,43.5,6.0
364322,2025-07-28,21:00-21:59,1.1333,13.19,,
364322,2025-07-28,22:00-22:59,1.0,11.72,,
301290,2025-07-29,02:00-02:59,0.0,0.0,,
301290,2025-07-29,03:00-03:59,0.6005,8.26,,
301290,2025-07-29,04:00-04:59,1.0208,13.76,26.32,6.0
301290,2025-07-29,05:00-05:59,2.6663,38.51,144.2,23.0
301290,2025-07-29,06:00-06:59,4.7151,100.25,286.91,46.0
301290,2025-07-29,07:00-07:59,4.1146,101.87,374.25,45.0
301290,2025-07-29,08:00-08:59,4.1317,99.53,512.81,61.0
301290,2025-07-29,09:00-09:59,4.9656,108.89,408.08,43.0
301290,2025-07-29,10:00-10:59,3.1168,41.0,307.99,33.0
301290,2025-07-29,11:00-11:59,3.0,39.36,226.23,32.0
301290,2025-07-29,12:00-12:59,3.0,39.36,203.48,20.0
301290,2025-07-29,13:00-13:59,3.0,39.36,109.33,15.0
301290,2025-07-29,14:00-14:59,3.0,39.36,127.49,15.0
301290,2025-07-29,15:00-15:59,3.0,39.36,91.75,13.0
301290,2025-07-29,16:00-16:59,3.0,39.25,67.19,9.0
301290,2025-07-29,17:00-17:59,2.9996,38.36,69.76,7.0
301290,2025-07-29,18:00-18:59,2.9996,38.36,59.82,10.0
301290,2025-07-29,19:00-19:59,2.9996,38.36,53.88,5.0
301290,2025-07-29,20:00-20:59,2.9996,38.36,42.98,7.0
301290,2025-07-29,21:00-21:59,2.3997,30.76,,
301290,2025-07-29,22:00-22:59,1.0,11.36,,
343939,2025-07-29,02:00-02:59,0.0,0.0,,
343939,2025-07-29,03:00-03:59,0.1832,1.84,,
343939,2025-07-29,04:00-04:59,1.0,10.02,5.59,1.0
343939,2025-07-29,05:00-05:59,1.0333,10.45,84.27,13.0
343939,2025-07-29,06:00-06:59,4.9993,61.96,256.94,40.0
343939,2025-07-29,07:00-07:59,6.9156,85.92,439.98,63.0
343939,2025-07-29,08:00-08:59,6.9988,87.0,633.82,69.0
343939,2025-07-29,09:00-09:59,7.8989,98.7,361.67,41.0
343939,2025-07-29,10:00-10:59,7.9496,99.37,342.08,42.0
343939,2025-07-29,11:00-11:59,7.9996,100.02,223.39,23.0
343939,2025-07-29,12:00-12:59,6.2671,76.49,116.89,18.0
343939,2025-07-29,13:00-13:59,3.1679,38.06,272.96,29.0
343939,2025-07-29,14:00-14:59,3.1168,40.44,211.51,25.0
343939,2025-07-29,15:00-15:59,3.0,39.02,128.3,20.0
343939,2025-07-29,16:00-16:59,3.0,39.02,89.2,15.0
343939,2025-07-29,17:00-17:59,3.05,39.02,94.33,16.0
343939,2025-07-29,18:00-18:59,3.02,39.02,54.59,10.0
343939,2025-07-29,19:00-19:59,3.0,39.02,44.33,8.0
343939,2025-07-29,20:00-20:59,3.0,39.02,11.57,5.0
343939,2025-07-29,21:00-21:59,1.4836,16.81,,
343939,2025-07-29,22:00-22:59,1.0,10.02,,
343939,2025-07-29,23:00-23:59,0.0,0.0,,
357993,2025-07-29,02:00-02:59,0.6667,3.5,,
357993,2025-07-29,03:00-03:59,3.0,15.0,,
357993,2025-07-29,04:00-04:59,3.8836,32.67,80.06,13.0
357993,2025-07-29,05:00-05:59,4.8666,45.91,137.06,28.0
357993,2025-07-29,06:00-06:59,7.782,81.16,576.25,79.0
357993,2025-07-29,07:00-07:59,8.9476,93.46,923.03,117.0
357993,2025-07-29,08:00-08:59,8.9976,93.96,611.38,85.0
357993,2025-07-29,09:00-09:59,8.6313,90.3,676.4,77.0
357993,2025-07-29,10:00-10:59,7.9002,78.24,372.07,47.0
357993,2025-07-29,11:00-11:59,8.167,80.82,388.54,48.0
357993,2025-07-29,12:00-12:59,6.4349,54.62,228.0,32.0
357993,2025-07-29,13:00-13:59,6.018,49.17,219.91,33.0
357993,2025-07-29,14:00-14:59,6.0012,49.0,296.87,40.0
357993,2025-07-29,15:00-15:59,6.0012,49.0,209.69,21.0
357993,2025-07-29,16:00-16:59,6.0012,49.0,169.22,27.0
357993,2025-07-29,17:00-17:59,5.0672,39.67,97.65,15.0
357993,2025-07-29,18:00-18:59,5.0004,39.0,97.42,13.0
357993,2025-07-29,19:00-19:59,5.0004,39.0,99.07,12.0
357993,2025-07-29,20:00-20:59,2.3837,5.0,,
357993,2025-07-29,21:00-21:59,2.0004,0.0,,
357993,2025-07-29,22:00-22:59,2.0004,0.0,,
358529,2025-07-29,02:00-02:59,0.4833,7.25,,
358529,2025-07-29,03:00-03:59,1.0168,15.18,,
358529,2025-07-29,04:00-04:59,2.0,26.0,0.0,1.0
358529,2025-07-29,05:00-05:59,2.2833,29.12,218.04,31.0
358529,2025-07-29,06:00-06:59,3.0,37.0,510.42,78.0
358529,2025-07-29,07:00-07:59,4.3168,52.8,588.21,82.0
358529,2025-07-29,08:00-08:59,6.8677,72.19,591.78,75.0
358529,2025-07-29,09:00-09:59,7.0012,73.0,591.35,63.0
358529,2025-07-29,10:00-10:59,6.5679,67.8,646.23,68.0
358529,2025-07-29,11:00-11:59,5.1641,62.95,313.14,41.0
358529,2025-07-29,12:00-12:59,4.418,45.19,279.32,33.0
358529,2025-07-29,13:00-13:59,4.9671,34.6,167.73,25.0
358529,2025-07-29,14:00-14:59,4.4164,27.99,130.23,23.0
358529,2025-07-29,15:00-15:59,4.966,34.58,125.29,19.0
358529,2025-07-29,16:00-16:59,4.9992,34.98,150.73,20.0
358529,2025-07-29,17:00-17:59,4.5337,30.38,76.72,15.0
358529,2025-07-29,18:00-18:59,5.0004,36.0,63.95,7.0
358529,2025-07-29,19:00-19:59,4.9837,35.8,96.94,11.0
358529,2025-07-29,20:00-20:59,4.0004,24.0,19.45,4.0
358529,2025-07-29,21:00-21:59,2.9341,17.6,,
358529,2025-07-29,22:00-22:59,2.0008,12.0,,
358529,2025-07-29,23:00-23:59,1.5006,9.0,,
359042,2025-07-29,01:00-01:59,0.6,5.88,,
359042,2025-07-29,02:00-02:59,1.0,9.8,,
359042,2025-07-29,03:00-03:59,1.0,9.8,,
359042,2025-07-29,04:00-04:59,1.85,26.8,6.57,1.0
359042,2025-07-29,05:00-05:59,3.0332,50.2,114.7,15.0
359042,2025-07-29,06:00-06:59,3.9996,61.8,318.74,42.0
359042,2025-07-29,07:00-07:59,4.5496,70.05,650.53,89.0
359042,2025-07-29,08:00-08:59,5.0164,77.02,589.26,68.0
359042,2025-07-29,09:00-09:59,6.0,89.8,318.57,40.0
359042,2025-07-29,10:00-10:59,6.2668,93.27,347.23,35.0
359042,2025-07-29,11:00-11:59,7.0,102.8,201.48,30.0
359042,2025-07-29,12:00-12:59,6.2,86.8,255.57,32.0
359042,2025-07-29,13:00-13:59,6.3331,87.7,122.33,13.0
359042,2025-07-29,14:00-14:59,6.1329,87.53,141.84,25.0
359042,2025-07-29,15:00-15:59,5.9996,85.8,111.15,16.0
359042,2025-07-29,16:00-16:59,5.0992,72.15,134.9,20.0
359042,2025-07-29,17:00-17:59,4.9992,69.8,58.46,12.0
359042,2025-07-29,18:00-18:59,4.9992,69.8,23.54,3.0
359042,2025-07-29,19:00-19:59,4.9992,69.8,33.11,5.0
359042,2025-07-29,20:00-20:59,4.9992,69.8,7.27,1.0
359042,2025-07-29,21:00-21:59,3.5828,50.93,,
359042,2025-07-29,22:00-22:59,2.0,29.8,,
363271,2025-07-29,02:00-02:59,0.0333,0.47,,
363271,2025-07-29,03:00-03:59,1.0504,14.56,,
363271,2025-07-29,04:00-04:59,2.0172,25.3,,
363271,2025-07-29,05:00-05:59,3.0004,37.1,336.11,42.0
363271,2025-07-29,06:00-06:59,3.0172,37.29,329.4,55.0
363271,2025-07-29,07:00-07:59,4.8508,58.74,494.24,75.0
363271,2025-07-29,08:00-08:59,5.8676,71.02,492.05,54.0
363271,2025-07-29,09:00-09:59,7.0008,83.62,560.34,63.0
363271,2025-07-29,10:00-10:59,7.0008,83.62,292.88,33.0
363271,2025-07-29,11:00-11:59,5.0669,58.47,164.9,25.0
363271,2025-07-29,12:00-12:59,5.0004,57.6,204.88,24.0
363271,2025-07-29,13:00-13:59,4.737,53.71,138.06,19.0
363271,2025-07-29,14:00-14:59,5.0156,58.29,127.4,18.0
363271,2025-07-29,15:00-15:59,4.9988,58.08,125.82,16.0
363271,2025-07-29,16:00-16:59,5.7156,65.97,116.65,15.0
